	contribution	tag	corpus	id_elf	count
6284	3-57592	Impôt symbolique pour tous	Symboliquement, que chaque citoyen paie au minimum un ou deux euros symboliques, la non-imposition a un impact négatif et entraine des jalousies et des clichés tenaces	FI8	3
6285	3-57629	Impôt symbolique pour tous	je pense que TOUS les citoyens devraient participer à l'impôt. Que moins de 50% des Français payent des impôts me paraît une charge beaucoup trop lourde concentrée sur trop peu de familles.	FI8	3
6286	3-57676	Rétablir ISF	remettre ISF	FI8	3
6287	3-57692	Bilan individuel	il est difficile d' être concret pour une  grande partie de la population, quand on parle en millions voire en milliards d'euros ,même si il est utile de connaître les montants du budget de l'état et des dépenses publiques. Peut-être serait-il plus compréhensible et concret une information qui détaillerait en partant de la contribution de chacun les sommes allouées par grand poste de dépense. Il serait sans doute possible de le placer sur l'espace personnel de chaque contribuable dans impôts .gouv . Quant à la connaissance des destinations de la tva par poste budgétaire, l'information ne peut-être individualisée , mais avoir à disposition la répartition prévisionnelle en pourcentage , avec des exemples en fonction des différents taux de tva aiderait à atténuer notre ignorance et quelquefois le sentiment d'incompréhension. Toutes ces informations existent, mais restent  pour des non initiés  difficiles d'accès et  peu compréhensibles .	FI7	2
6288	3-57692	Bilan régulier, fréquent	il est difficile d' être concret pour une  grande partie de la population, quand on parle en millions voire en milliards d'euros ,même si il est utile de connaître les montants du budget de l'état et des dépenses publiques. Peut-être serait-il plus compréhensible et concret une information qui détaillerait en partant de la contribution de chacun les sommes allouées par grand poste de dépense. Il serait sans doute possible de le placer sur l'espace personnel de chaque contribuable dans impôts .gouv . Quant à la connaissance des destinations de la tva par poste budgétaire, l'information ne peut-être individualisée , mais avoir à disposition la répartition prévisionnelle en pourcentage , avec des exemples en fonction des différents taux de tva aiderait à atténuer notre ignorance et quelquefois le sentiment d'incompréhension. Toutes ces informations existent, mais restent  pour des non initiés  difficiles d'accès et  peu compréhensibles .	FI7	1
6289	3-57692	Détail des dépenses, comptes	il est difficile d' être concret pour une  grande partie de la population, quand on parle en millions voire en milliards d'euros ,même si il est utile de connaître les montants du budget de l'état et des dépenses publiques. Peut-être serait-il plus compréhensible et concret une information qui détaillerait en partant de la contribution de chacun les sommes allouées par grand poste de dépense. Il serait sans doute possible de le placer sur l'espace personnel de chaque contribuable dans impôts .gouv . Quant à la connaissance des destinations de la tva par poste budgétaire, l'information ne peut-être individualisée , mais avoir à disposition la répartition prévisionnelle en pourcentage , avec des exemples en fonction des différents taux de tva aiderait à atténuer notre ignorance et quelquefois le sentiment d'incompréhension. Toutes ces informations existent, mais restent  pour des non initiés  difficiles d'accès et  peu compréhensibles .	FI7	2
6290	3-57692	Exemples concrets d'usage	il est difficile d' être concret pour une  grande partie de la population, quand on parle en millions voire en milliards d'euros ,même si il est utile de connaître les montants du budget de l'état et des dépenses publiques. Peut-être serait-il plus compréhensible et concret une information qui détaillerait en partant de la contribution de chacun les sommes allouées par grand poste de dépense. Il serait sans doute possible de le placer sur l'espace personnel de chaque contribuable dans impôts .gouv . Quant à la connaissance des destinations de la tva par poste budgétaire, l'information ne peut-être individualisée , mais avoir à disposition la répartition prévisionnelle en pourcentage , avec des exemples en fonction des différents taux de tva aiderait à atténuer notre ignorance et quelquefois le sentiment d'incompréhension. Toutes ces informations existent, mais restent  pour des non initiés  difficiles d'accès et  peu compréhensibles .	FI7	1
6291	3-57692	Expliquer chaque impôt	il est difficile d' être concret pour une  grande partie de la population, quand on parle en millions voire en milliards d'euros ,même si il est utile de connaître les montants du budget de l'état et des dépenses publiques. Peut-être serait-il plus compréhensible et concret une information qui détaillerait en partant de la contribution de chacun les sommes allouées par grand poste de dépense. Il serait sans doute possible de le placer sur l'espace personnel de chaque contribuable dans impôts .gouv . Quant à la connaissance des destinations de la tva par poste budgétaire, l'information ne peut-être individualisée , mais avoir à disposition la répartition prévisionnelle en pourcentage , avec des exemples en fonction des différents taux de tva aiderait à atténuer notre ignorance et quelquefois le sentiment d'incompréhension. Toutes ces informations existent, mais restent  pour des non initiés  difficiles d'accès et  peu compréhensibles .	FI7	1
6292	3-57692	Par site Internet	il est difficile d' être concret pour une  grande partie de la population, quand on parle en millions voire en milliards d'euros ,même si il est utile de connaître les montants du budget de l'état et des dépenses publiques. Peut-être serait-il plus compréhensible et concret une information qui détaillerait en partant de la contribution de chacun les sommes allouées par grand poste de dépense. Il serait sans doute possible de le placer sur l'espace personnel de chaque contribuable dans impôts .gouv . Quant à la connaissance des destinations de la tva par poste budgétaire, l'information ne peut-être individualisée , mais avoir à disposition la répartition prévisionnelle en pourcentage , avec des exemples en fonction des différents taux de tva aiderait à atténuer notre ignorance et quelquefois le sentiment d'incompréhension. Toutes ces informations existent, mais restent  pour des non initiés  difficiles d'accès et  peu compréhensibles .	FI7	2
6293	3-57692	Prévision, rétrospective	il est difficile d' être concret pour une  grande partie de la population, quand on parle en millions voire en milliards d'euros ,même si il est utile de connaître les montants du budget de l'état et des dépenses publiques. Peut-être serait-il plus compréhensible et concret une information qui détaillerait en partant de la contribution de chacun les sommes allouées par grand poste de dépense. Il serait sans doute possible de le placer sur l'espace personnel de chaque contribuable dans impôts .gouv . Quant à la connaissance des destinations de la tva par poste budgétaire, l'information ne peut-être individualisée , mais avoir à disposition la répartition prévisionnelle en pourcentage , avec des exemples en fonction des différents taux de tva aiderait à atténuer notre ignorance et quelquefois le sentiment d'incompréhension. Toutes ces informations existent, mais restent  pour des non initiés  difficiles d'accès et  peu compréhensibles .	FI7	1
6294	3-57692	Pédagogie, visualisation	il est difficile d' être concret pour une  grande partie de la population, quand on parle en millions voire en milliards d'euros ,même si il est utile de connaître les montants du budget de l'état et des dépenses publiques. Peut-être serait-il plus compréhensible et concret une information qui détaillerait en partant de la contribution de chacun les sommes allouées par grand poste de dépense. Il serait sans doute possible de le placer sur l'espace personnel de chaque contribuable dans impôts .gouv . Quant à la connaissance des destinations de la tva par poste budgétaire, l'information ne peut-être individualisée , mais avoir à disposition la répartition prévisionnelle en pourcentage , avec des exemples en fonction des différents taux de tva aiderait à atténuer notre ignorance et quelquefois le sentiment d'incompréhension. Toutes ces informations existent, mais restent  pour des non initiés  difficiles d'accès et  peu compréhensibles .	FI7	3
6295	3-57692	Répartition de la contribution	il est difficile d' être concret pour une  grande partie de la population, quand on parle en millions voire en milliards d'euros ,même si il est utile de connaître les montants du budget de l'état et des dépenses publiques. Peut-être serait-il plus compréhensible et concret une information qui détaillerait en partant de la contribution de chacun les sommes allouées par grand poste de dépense. Il serait sans doute possible de le placer sur l'espace personnel de chaque contribuable dans impôts .gouv . Quant à la connaissance des destinations de la tva par poste budgétaire, l'information ne peut-être individualisée , mais avoir à disposition la répartition prévisionnelle en pourcentage , avec des exemples en fonction des différents taux de tva aiderait à atténuer notre ignorance et quelquefois le sentiment d'incompréhension. Toutes ces informations existent, mais restent  pour des non initiés  difficiles d'accès et  peu compréhensibles .	FI7	1
6296	3-57692	Répartition dépenses, recettes	il est difficile d' être concret pour une  grande partie de la population, quand on parle en millions voire en milliards d'euros ,même si il est utile de connaître les montants du budget de l'état et des dépenses publiques. Peut-être serait-il plus compréhensible et concret une information qui détaillerait en partant de la contribution de chacun les sommes allouées par grand poste de dépense. Il serait sans doute possible de le placer sur l'espace personnel de chaque contribuable dans impôts .gouv . Quant à la connaissance des destinations de la tva par poste budgétaire, l'information ne peut-être individualisée , mais avoir à disposition la répartition prévisionnelle en pourcentage , avec des exemples en fonction des différents taux de tva aiderait à atténuer notre ignorance et quelquefois le sentiment d'incompréhension. Toutes ces informations existent, mais restent  pour des non initiés  difficiles d'accès et  peu compréhensibles .	FI7	3
6297	3-57700	Expliquer chaque impôt	ce qui les intéresse c'est ce qu'ils payent	FI7	1
6298	3-57702	Rétablir ISF	Rétablir totalement l ISF Réduire les aides aux entreprises en cessant les exonérations de cotisations  Taxer davantage le capital	FI8	3
6299	3-57702	Taxer la finance	Rétablir totalement l ISF Réduire les aides aux entreprises en cessant les exonérations de cotisations  Taxer davantage le capital	FI8	2
6300	3-57717	IR proportionnel aux revenus	la moitié des foyers payent l'impôt sur le revenu. tous les foyers devraient payer même une somme modique pour participer à l'effort national. quitte bien sûr à aider les plus bas revenus.	FI8	1
