	contribution	tag	corpus	question	count
887	1-30838	Y Rien	Je ne sais pas.	127	1
888	1-30890	Encadrer formation imams	Chaque dirigeant religieux doit être formé en France aux règles  républicaines et laïques. On ne doit jamais brader notre nation pour des intérêts économiques. C'est ce qu'on a fait et nous en avons perdu notre fierté.  Mieux contrôler! Et suivre .	127	3
889	1-30890	Loi de la République avant celles de la religion	Chaque dirigeant religieux doit être formé en France aux règles  républicaines et laïques. On ne doit jamais brader notre nation pour des intérêts économiques. C'est ce qu'on a fait et nous en avons perdu notre fierté.  Mieux contrôler! Et suivre .	127	1
890	1-30890	Réduire financements étrangers	Chaque dirigeant religieux doit être formé en France aux règles  républicaines et laïques. On ne doit jamais brader notre nation pour des intérêts économiques. C'est ce qu'on a fait et nous en avons perdu notre fierté.  Mieux contrôler! Et suivre .	127	3
891	1-31033	Application loi 1905	"Les lois doivent être appliquées. La laïcité est LA ""religion"" française. Aucun passe droit pour aucune religion."	127	4
892	1-31033	Loi de la République avant celles de la religion	"Les lois doivent être appliquées. La laïcité est LA ""religion"" française. Aucun passe droit pour aucune religion."	127	1
893	1-31033	Y Rien	"Les lois doivent être appliquées. La laïcité est LA ""religion"" française. Aucun passe droit pour aucune religion."	127	1
894	1-31078	Application loi 1905	La laïcité doit être maintenu mais la capacité de certaines religion à la mettre à mal est déconcertante et nous rend méfiant. Derrière laïcité, il n'y a pas le mot athée. Il faut conserver au plus haut niveau de l'état des contacts privilégiés avec les grandes religions	127	2
895	1-31078	Garantir la liberté de culte	La laïcité doit être maintenu mais la capacité de certaines religion à la mettre à mal est déconcertante et nous rend méfiant. Derrière laïcité, il n'y a pas le mot athée. Il faut conserver au plus haut niveau de l'état des contacts privilégiés avec les grandes religions	127	1
896	1-31078	Loi de la République avant celles de la religion	La laïcité doit être maintenu mais la capacité de certaines religion à la mettre à mal est déconcertante et nous rend méfiant. Derrière laïcité, il n'y a pas le mot athée. Il faut conserver au plus haut niveau de l'état des contacts privilégiés avec les grandes religions	127	1
897	1-31078	Même traitement pour toutes les religions	La laïcité doit être maintenu mais la capacité de certaines religion à la mettre à mal est déconcertante et nous rend méfiant. Derrière laïcité, il n'y a pas le mot athée. Il faut conserver au plus haut niveau de l'état des contacts privilégiés avec les grandes religions	127	1
898	1-31078	Plus de dialogue	La laïcité doit être maintenu mais la capacité de certaines religion à la mettre à mal est déconcertante et nous rend méfiant. Derrière laïcité, il n'y a pas le mot athée. Il faut conserver au plus haut niveau de l'état des contacts privilégiés avec les grandes religions	127	2
899	1-31078	Séparation stricte Etat-religions	La laïcité doit être maintenu mais la capacité de certaines religion à la mettre à mal est déconcertante et nous rend méfiant. Derrière laïcité, il n'y a pas le mot athée. Il faut conserver au plus haut niveau de l'état des contacts privilégiés avec les grandes religions	127	2
900	1-3114	Y Rien	Rien	127	3
901	1-31181	Application loi 1905	imposer la laïcité à l'école	127	2
902	1-31181	Aucun signe ostentatoire (croix, voile, kippa...)	imposer la laïcité à l'école	127	2
903	1-31181	Plus d'éducation	imposer la laïcité à l'école	127	1
904	1-31181	Statut des écoles religieuses	imposer la laïcité à l'école	127	1
905	1-31181	Stop prosélytisme	imposer la laïcité à l'école	127	1
906	1-31199	Y Rien	RAS	127	3
907	1-31236	Application loi 1905	"Application d'une vraie laïcité, suppression. Interdiction des frères musulmans et de leurs représentants français de l'UOIF. Interdiction des signes religieux dans l'espace publique. Fin de la propagande scolaire, notablement par le biais de professeurs marqués a gauche, d'une laïcité ""tolérante"" envers l'islam. De nombreuses études montrant que les nombreux problèmes de laïcité a l'école sont dues a cette religion."	127	2
908	1-31236	Aucun signe ostentatoire (croix, voile, kippa...)	"Application d'une vraie laïcité, suppression. Interdiction des frères musulmans et de leurs représentants français de l'UOIF. Interdiction des signes religieux dans l'espace publique. Fin de la propagande scolaire, notablement par le biais de professeurs marqués a gauche, d'une laïcité ""tolérante"" envers l'islam. De nombreuses études montrant que les nombreux problèmes de laïcité a l'école sont dues a cette religion."	127	6
909	1-31236	Lutte contre extrémismes	"Application d'une vraie laïcité, suppression. Interdiction des frères musulmans et de leurs représentants français de l'UOIF. Interdiction des signes religieux dans l'espace publique. Fin de la propagande scolaire, notablement par le biais de professeurs marqués a gauche, d'une laïcité ""tolérante"" envers l'islam. De nombreuses études montrant que les nombreux problèmes de laïcité a l'école sont dues a cette religion."	127	1
910	1-31236	Stop prosélytisme	"Application d'une vraie laïcité, suppression. Interdiction des frères musulmans et de leurs représentants français de l'UOIF. Interdiction des signes religieux dans l'espace publique. Fin de la propagande scolaire, notablement par le biais de professeurs marqués a gauche, d'une laïcité ""tolérante"" envers l'islam. De nombreuses études montrant que les nombreux problèmes de laïcité a l'école sont dues a cette religion."	127	4
911	1-31244	Y Rien	-	127	1
912	1-31271	Y Rien	Rien	127	3
913	1-31510	Aucun signe ostentatoire (croix, voile, kippa...)	Interdiction d'avoir le visage caché	127	4
914	1-31558	Application loi 1905	Élaborer une charte entre l'État et les différentes religions représentées posant comme fondement les principes de la laïcité dans le pays, laïcité qui garantit aux religions la libre expression dans le respect de la liberté de chaque citoyen.	127	1
915	1-31558	Garantir la liberté de culte	Élaborer une charte entre l'État et les différentes religions représentées posant comme fondement les principes de la laïcité dans le pays, laïcité qui garantit aux religions la libre expression dans le respect de la liberté de chaque citoyen.	127	3
916	1-31558	Loi de la République avant celles de la religion	Élaborer une charte entre l'État et les différentes religions représentées posant comme fondement les principes de la laïcité dans le pays, laïcité qui garantit aux religions la libre expression dans le respect de la liberté de chaque citoyen.	127	3
917	1-31558	Même traitement pour toutes les religions	Élaborer une charte entre l'État et les différentes religions représentées posant comme fondement les principes de la laïcité dans le pays, laïcité qui garantit aux religions la libre expression dans le respect de la liberté de chaque citoyen.	127	1
918	1-31558	Plus de dialogue	Élaborer une charte entre l'État et les différentes religions représentées posant comme fondement les principes de la laïcité dans le pays, laïcité qui garantit aux religions la libre expression dans le respect de la liberté de chaque citoyen.	127	2
919	1-31558	Redonner un aspect privé à la religion	Élaborer une charte entre l'État et les différentes religions représentées posant comme fondement les principes de la laïcité dans le pays, laïcité qui garantit aux religions la libre expression dans le respect de la liberté de chaque citoyen.	127	1
920	1-31558	Séparation stricte Etat-religions	Élaborer une charte entre l'État et les différentes religions représentées posant comme fondement les principes de la laïcité dans le pays, laïcité qui garantit aux religions la libre expression dans le respect de la liberté de chaque citoyen.	127	1
921	1-31580	Y Rien	Rien	127	3
922	1-3176	Y Rien	RAS	127	3
923	1-31771	Y Rien	RAS	127	3
924	1-31812	Aucun financement par l'Etat	L'état ne doit pas financer au même niveau l'école publique que l'école privée.	127	2
925	1-31812	Statut des écoles religieuses	L'état ne doit pas financer au même niveau l'école publique que l'école privée.	127	3
926	1-31820	Application loi 1905	Les religions sont aujourd'hui dans notre société une source de tension. Mon point de vue est que les religions sont une affaire privée, qui devrait se dérouler seulement dans la sphère privée ou sur le lieu de culte. L'espace publique devrait être neutre de tout signe religieux et celle-ci devrait être considéré comme n'importe quelle association vis à vis des pouvoirs publiques et des médias.	127	1
