contribution;tag;corpus;question;count
32 851;Transports plus verts ou réduits;acheter d'occasion ou reconditionné, acheter moins, se déplacer en vélo collectif/trotinettes, réparer, louer, manger moins de viande, utiliser des produits non-nocifs, boycotter les entreprises polluantes;TE11;1
3 920;Décentralisation;L'Etat français est toujours trop centralisé et concentré sur Paris, l'administration est trop lente et délègue trop ce qui nuit à son efficacité et à sa rapidité pour traiter les dossiers;OE9;1
3 920;Incompétence et inefficacité;L'Etat français est toujours trop centralisé et concentré sur Paris, l'administration est trop lente et délègue trop ce qui nuit à son efficacité et à sa rapidité pour traiter les dossiers;OE9;1
3 920;Lenteur administrative;L'Etat français est toujours trop centralisé et concentré sur Paris, l'administration est trop lente et délègue trop ce qui nuit à son efficacité et à sa rapidité pour traiter les dossiers;OE9;1
18 710;Etre plus à l'écoute;Une plus grande proximité entre les français et l'administration grâce à des sites internet simple et précis d'utilisation;OE11;1
18 710;En étant proche des gens / présence physique;Une plus grande proximité entre les français et l'administration grâce à des sites internet simple et précis d'utilisation;OE11;1
18 710;Simplification démarche administratives;Une plus grande proximité entre les français et l'administration grâce à des sites internet simple et précis d'utilisation;OE11;1
18 710;Plateforme unique service publique et maison de services publics;Une plus grande proximité entre les français et l'administration grâce à des sites internet simple et précis d'utilisation;OE11;1
19 270;Décentralisation;Redonner beaucoup plus de poids au collectivités locales et arrêter la centralisation du pouvoir. Rendre efficace les politiques territoriales en créant des outils adaptés à chaque région/département pour prendre en compte les différences de problématiques qui se posent sur chaque territoite;OE9;1
16 340;Simplification de l'administration et des services publics;L'administration devrait être simplifiée, plus adaptée au 21e siècle (exemple de l'Estonie);OE9;1
16 340;Plus de numérisation;L'administration devrait être simplifiée, plus adaptée au 21e siècle (exemple de l'Estonie);OE9;1
36 330;Autre / Passer;Meilleure organisation, alléger le personnel;OE11;1
22 803;Consommation réduite ou vertueuse (bio, circuit court, local);Arrêtez de se faire livrer, acheter d'occasion (vêtements notamment), utiliser les applis comme too good to go contre le gaspillage alimentaire, nettoyer sa boîte mail;TE11;1
22 803;Autre / Passer;Arrêtez de se faire livrer, acheter d'occasion (vêtements notamment), utiliser les applis comme too good to go contre le gaspillage alimentaire, nettoyer sa boîte mail;TE11;1
20 670;homophobie, transphobie, LGBTphobie;Racisme, homophobie, violence contre les femmes (verbales et physiques). Pour cela, rendre égaux tout le monde du point de vue des lois, droits, devoirs, au niveau social (droit des femmes à porter ce qu'elle veut sans être juger, égalité des salaires, par exemple). Pour cela, il faut des réunions dès le plus jeune âge où l'on apprend la tolérance et la solidarité à travers les professeurs (notamment d’Histoire-Géographie pour les lycées, collèges);DC12;1
20 670;racisme, xénophobie, discriminations religieuses;Racisme, homophobie, violence contre les femmes (verbales et physiques). Pour cela, rendre égaux tout le monde du point de vue des lois, droits, devoirs, au niveau social (droit des femmes à porter ce qu'elle veut sans être juger, égalité des salaires, par exemple). Pour cela, il faut des réunions dès le plus jeune âge où l'on apprend la tolérance et la solidarité à travers les professeurs (notamment d’Histoire-Géographie pour les lycées, collèges);DC12;1
20 670;sexisme;Racisme, homophobie, violence contre les femmes (verbales et physiques). Pour cela, rendre égaux tout le monde du point de vue des lois, droits, devoirs, au niveau social (droit des femmes à porter ce qu'elle veut sans être juger, égalité des salaires, par exemple). Pour cela, il faut des réunions dès le plus jeune âge où l'on apprend la tolérance et la solidarité à travers les professeurs (notamment d’Histoire-Géographie pour les lycées, collèges);DC12;1
20 670;éduquer / former au vivre ensemble dès le plus jeune âge;Racisme, homophobie, violence contre les femmes (verbales et physiques). Pour cela, rendre égaux tout le monde du point de vue des lois, droits, devoirs, au niveau social (droit des femmes à porter ce qu'elle veut sans être juger, égalité des salaires, par exemple). Pour cela, il faut des réunions dès le plus jeune âge où l'on apprend la tolérance et la solidarité à travers les professeurs (notamment d’Histoire-Géographie pour les lycées, collèges);DC12;1
21 390;homophobie, transphobie, LGBTphobie;Couleurs de peau et sexualitée et genre;DC12;1
21 390;racisme, xénophobie, discriminations religieuses;Couleurs de peau et sexualitée et genre;DC12;1
21 390;sexisme;Couleurs de peau et sexualitée et genre;DC12;1
21 670;Diminution du nombre de fonctionnaires, parlementaires, ministres et hauts fonctionnaires;"réductions massives et urgentes du nombre de fonctionnaires dans le non-régalien, alignement sur les régimes privés; sanctions effectives en cas d'absentéisme...";OE9;1
21 670;S'inspirer du secteur privé;"réductions massives et urgentes du nombre de fonctionnaires dans le non-régalien, alignement sur les régimes privés; sanctions effectives en cas d'absentéisme...";OE9;1
24 570;Lois et accords commerciaux plus restrictifs;Globaliser les démarches mondialement en incluant non seulement les états mais aussi les entreprises, en faveur d'un développement durable;TE13;1
25 740;racisme, xénophobie, discriminations religieuses;Racisme et sexisme;DC12;1
25 740;sexisme;Racisme et sexisme;DC12;1
25 820;racisme, xénophobie, discriminations religieuses;Xenophobie. Enseigner aux nouveaux arrivants les regles du pays pour une meilleure adaptation et insertion;DC12;1
25 820;créer des structures sociales locales pour l'intégration;Xenophobie. Enseigner aux nouveaux arrivants les regles du pays pour une meilleure adaptation et insertion;DC12;1
35 500;Décentralisation;Plus de décentralisation avec les transferts financiers qui vont avec!! plus de démocratie locale et participative. Des élections au suffrage universel direct pour les conseillers communautaires (interco) / arrêter la création d'intercommunalités XXL comme les métropoles / plus de compétences et de moyens au département / mandat révocatif et impératif pour les élus . arrêter les cumuls des mandats dans le temps et des activités d'élus entre elles;OE9;1
35 500;Défiance vis à vis de la classe politique;Plus de décentralisation avec les transferts financiers qui vont avec!! plus de démocratie locale et participative. Des élections au suffrage universel direct pour les conseillers communautaires (interco) / arrêter la création d'intercommunalités XXL comme les métropoles / plus de compétences et de moyens au département / mandat révocatif et impératif pour les élus . arrêter les cumuls des mandats dans le temps et des activités d'élus entre elles;OE9;1
35 500;Plus de consultation et décision du peuple (dont RIC);Plus de décentralisation avec les transferts financiers qui vont avec!! plus de démocratie locale et participative. Des élections au suffrage universel direct pour les conseillers communautaires (interco) / arrêter la création d'intercommunalités XXL comme les métropoles / plus de compétences et de moyens au département / mandat révocatif et impératif pour les élus . arrêter les cumuls des mandats dans le temps et des activités d'élus entre elles;OE9;1
26 300;physique, apparence;Pas de discriminations particulière constaté sauf celles physiques;DC12;1
36 260;Amélioration logements;J'aimerai que nos élus prennent conscience de la necessite de se pencher sur la question de l'ecologie. Ils existent plusieurs solutions pour réduire notre empreinte carbone et aider l'envionnement ! Tel que faire des potagers sur les toits d'immeuble ou bien renover nos vieux batiments pour réduire toute la surconsommation à cause de la vetustité des locaux.  Je voudrais également que chacun réflechissent à ce qu'il peut apporter et accepter certaine concession. On ne peut pas aider l'environnement sans que chacun fasse un effort !;TE13;1
36 260;Changement mode de consommation;J'aimerai que nos élus prennent conscience de la necessite de se pencher sur la question de l'ecologie. Ils existent plusieurs solutions pour réduire notre empreinte carbone et aider l'envionnement ! Tel que faire des potagers sur les toits d'immeuble ou bien renover nos vieux batiments pour réduire toute la surconsommation à cause de la vetustité des locaux.  Je voudrais également que chacun réflechissent à ce qu'il peut apporter et accepter certaine concession. On ne peut pas aider l'environnement sans que chacun fasse un effort !;TE13;1
36 260;Plus d'éducation;J'aimerai que nos élus prennent conscience de la necessite de se pencher sur la question de l'ecologie. Ils existent plusieurs solutions pour réduire notre empreinte carbone et aider l'envionnement ! Tel que faire des potagers sur les toits d'immeuble ou bien renover nos vieux batiments pour réduire toute la surconsommation à cause de la vetustité des locaux.  Je voudrais également que chacun réflechissent à ce qu'il peut apporter et accepter certaine concession. On ne peut pas aider l'environnement sans que chacun fasse un effort !;TE13;1
